Concept,Member,#Fully specified name:es,#Fully specified name:en,Member Type,Sort Weight,Void/Retire
7014024a-c0d0-4885-beab-f5166619be7c,139545AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,trastorno de ansiedad generalizada,Generalised anxiety disorder,CONCEPT-SET,478,
7014024a-c0d0-4885-beab-f5166619be7c,a31bbcf1-0374-4160-8cfe-8271e096762d,Trastorno de estrés postraumático,Post-traumatic stress disorder,CONCEPT-SET,479,
7014024a-c0d0-4885-beab-f5166619be7c,119117AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Trastorno de la uña,Disease of Nail,CONCEPT-SET,480,
7014024a-c0d0-4885-beab-f5166619be7c,3cebc756-26fe-102b-80cb-0017a47871b2,trastorno del encéfalo,Encephalopathy,CONCEPT-SET,481,
7014024a-c0d0-4885-beab-f5166619be7c,132611AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,trastorno obsesivo-compulsivo,Obsessive-Compulsive Disorder,CONCEPT-SET,482,
7014024a-c0d0-4885-beab-f5166619be7c,112454AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Trastornos de la articulación temporomaxilar,Temporomandibular joint disorder,CONCEPT-SET,483,
7014024a-c0d0-4885-beab-f5166619be7c,cbde94b4-214a-4c25-a8e3-c39f787064f8,Tricomoniasis,Trichomoniasis,CONCEPT-SET,484,
7014024a-c0d0-4885-beab-f5166619be7c,119624AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Trombosis venosa profunda,Deep vein thrombosis,CONCEPT-SET,485,
7014024a-c0d0-4885-beab-f5166619be7c,112094AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,tuberculosis del sistema nervioso central,Tuberculosis Of Central Nervous System,CONCEPT-SET,486,
7014024a-c0d0-4885-beab-f5166619be7c,118890AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,tuberculosis diseminada,Disseminated tuberculosis,CONCEPT-SET,487,
7014024a-c0d0-4885-beab-f5166619be7c,3cdbd670-26fe-102b-80cb-0017a47871b2,Tuberculosis extrapulmonar,Extra-pulmonary tuberculosis,CONCEPT-SET,488,
7014024a-c0d0-4885-beab-f5166619be7c,115753AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,tuberculosis miliar,Miliary Tuberculosis,CONCEPT-SET,489,
7014024a-c0d0-4885-beab-f5166619be7c,3cdbd9b8-26fe-102b-80cb-0017a47871b2,Tuberculosis pulmonar,Pulmonary tuberculosis,CONCEPT-SET,490,
7014024a-c0d0-4885-beab-f5166619be7c,116688AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Tumefaccion, masa o prominencia intraabdominal y pelvica","Abdominal or Pelvic Swelling, Mass or Lump",CONCEPT-SET,491,
7014024a-c0d0-4885-beab-f5166619be7c,e817c1ec-f03a-4c73-9087-d7df8b4795b4,Tumor benigno de la mama,Benign Neoplasm Of Breast,CONCEPT-SET,492,
7014024a-c0d0-4885-beab-f5166619be7c,113771AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Tumor cerebral maligno,Malignant brain tumour,CONCEPT-SET,493,
7014024a-c0d0-4885-beab-f5166619be7c,116026AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,tumor maligno de mama,Malignant neoplasm of breast,CONCEPT-SET,494,
7014024a-c0d0-4885-beab-f5166619be7c,134788AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,tumor maligno de próstata,Malignant Tumor of Prostate,CONCEPT-SET,495,
7014024a-c0d0-4885-beab-f5166619be7c,116023AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,tumor maligno del cuello uterino,Malignant neoplasm of cervix uteri,CONCEPT-SET,496,
7014024a-c0d0-4885-beab-f5166619be7c,134778AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,tumor maligno del escroto,Malignant tumor of scrotum,CONCEPT-SET,497,
7014024a-c0d0-4885-beab-f5166619be7c,134838AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,tumor maligno del intestino,Malignant tumor of intestine,CONCEPT-SET,498,
7014024a-c0d0-4885-beab-f5166619be7c,2020ca9e-d678-4b4d-89e4-4dac94378311,Tumor maligno del pulmón,Malignant neoplasm of lung,CONCEPT-SET,499,
7014024a-c0d0-4885-beab-f5166619be7c,3cce96a4-26fe-102b-80cb-0017a47871b2,Úlcera duodenal,Duodenal Ulcer,CONCEPT-SET,500,
7014024a-c0d0-4885-beab-f5166619be7c,3cce9ce4-26fe-102b-80cb-0017a47871b2,Úlcera gástrica,Gastric Ulcer,CONCEPT-SET,501,
7014024a-c0d0-4885-beab-f5166619be7c,3cce99c4-26fe-102b-80cb-0017a47871b2,Úlcera péptica,Peptic Ulcer,CONCEPT-SET,502,
7014024a-c0d0-4885-beab-f5166619be7c,119656AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,úlcera por presión,Decubitus ulcer,CONCEPT-SET,503,
7014024a-c0d0-4885-beab-f5166619be7c,123876AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,ulceración de la vulva,Ulceration Of vulva,CONCEPT-SET,504,
7014024a-c0d0-4885-beab-f5166619be7c,3ce6ce90-26fe-102b-80cb-0017a47871b2,Ulceras genitales o chancro blando,"Genital Ulcers, Chancroid",CONCEPT-SET,505,
7014024a-c0d0-4885-beab-f5166619be7c,145600AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,urticaria colinérgica,Cholinergic Angio-Oedema-Urticaria,CONCEPT-SET,506,
7014024a-c0d0-4885-beab-f5166619be7c,3ccd2800-26fe-102b-80cb-0017a47871b2,vaginitis aguda,Vaginitis,CONCEPT-SET,507,
7014024a-c0d0-4885-beab-f5166619be7c,3ce16838-26fe-102b-80cb-0017a47871b2,Vaginosis bacteriana,"Bacterial vaginosis, non-specified",CONCEPT-SET,508,
7014024a-c0d0-4885-beab-f5166619be7c,3cd4e978-26fe-102b-80cb-0017a47871b2,Varicela,Varicella,CONCEPT-SET,509,
7014024a-c0d0-4885-beab-f5166619be7c,123354AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Varicocele,Varicocele,CONCEPT-SET,510,
7014024a-c0d0-4885-beab-f5166619be7c,111636AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,vejiga: incontinente,Urinary Incontinence,CONCEPT-SET,511,
7014024a-c0d0-4885-beab-f5166619be7c,26d45366-618d-400c-9c50-d6506cf098c2,Vértigo/Mareo,Vertigo,CONCEPT-SET,512,
7014024a-c0d0-4885-beab-f5166619be7c,5c83dc07-c8ca-4dd8-8d69-abe99b0cf774,VIH en el embarazo,"Human immunodeficiency disease complicating pregnancy, childbirth and the puerperium",CONCEPT-SET,513,
7014024a-c0d0-4885-beab-f5166619be7c,3cd80b44-26fe-102b-80cb-0017a47871b2,Virus papiloma humnao,Human papillomavirus,CONCEPT-SET,514,
7014024a-c0d0-4885-beab-f5166619be7c,111459AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,vitiligo,Vitiligo,CONCEPT-SET,515,
